src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
192.168.126.128,192.168.126.1,46717,5800,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46717,8008,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46717,32768,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46717,8081,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,873,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,49152,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,88,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,144,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,5357,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,8000,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,49154,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,631,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,3986,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,1110,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,49153,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,1026,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,1028,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,49155,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,515,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,7,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,81,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,465,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,4899,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,32768,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,8008,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,5800,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,5060,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,79,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,514,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,9,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,3128,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,3000,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,5101,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,46719,8081,6,2026-07-18 19:48:44,0.0,0.0,0.0,0.0,0.0,2,0,120,0,60,60,60.0,0.0,0,0,0.0,0.0,60,60,60.0,0.0,0.0,40,0,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0.0,60.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,60.0,0.0,0,2,0,120,0
192.168.126.128,192.168.126.1,36748,135,6,2026-07-18 19:48:44,6.033943,96.78579993215052,1.3258328757828837,0.8286455473643023,0.4971873284185814,5,3,378,206,98,66,75.6,11.757550765359255,74,66,68.66666666666667,3.771236166328253,98,66,73.0,10.14889156509222,103.0,100,60,20,1,0.861991857142857,6.008063,0.0,2.1008906191712686,6.033875,6.008063,0.0,1.50846875,2.597859435111085,6.0338080000000005,6.032229,0.001579,3.0169040000000003,3.015325,1,0,0,0,2,3,0,1,6,0,0,0.6,73.0,64240,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,75.6,68.66666666666667,0,5,3,378,206
192.168.126.128,192.168.126.1,36764,135,6,2026-07-18 19:48:50,0.003139,279069.76744186046,3185.727938834024,1911.4367633004144,1274.2911755336097,6,4,580,296,234,66,96.66666666666669,61.52145064031641,90,66,74.0,9.797958971132712,234,66,87.6,49.32180045375473,2432.6400000000003,120,80,20,1,0.0003487777777777,0.001415,0.0,0.0004610820071136,0.003104,0.001415,0.0,0.0006208,0.0005216739978185,0.003028,0.00164,2.8e-05,0.0010093333333333,0.0007032597117866,1,1,0,0,2,3,0,2,8,0,0,0.6666666666666666,87.6,64240,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,96.66666666666669,74.0,0,6,4,580,296
192.168.126.128,192.168.126.1,55396,135,6,2026-07-18 19:48:50,0.00082,343902.43902439025,4878.048780487805,3658.5365853658536,1219.5121951219512,3,1,208,74,74,60,69.33333333333333,6.599663291074444,74,74,74.0,0.0,74,60,70.5,6.06217782649107,36.75,60,20,20,1,0.0002733333333333,0.000674,0.0,0.0002895160713251,0.00082,0.00082,0.0,0.00041,0.00041,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,70.5,1,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,69.33333333333333,74.0,0,3,1,208,74
192.168.126.128,192.168.126.1,55397,135,6,2026-07-18 19:48:51,0.000448,629464.2857142857,8928.57142857143,6696.428571428572,2232.1428571428573,3,1,208,74,74,60,69.33333333333333,6.599663291074444,74,74,74.0,0.0,74,60,70.5,6.06217782649107,36.75,60,20,20,1,0.0001493333333333,0.000315,0.0,0.0001291157964343,0.000448,0.000448,0.0,0.000224,0.000224,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,70.5,63,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,69.33333333333333,74.0,0,3,1,208,74
192.168.126.128,192.168.126.1,55398,135,6,2026-07-18 19:48:51,0.000474,594936.7088607595,8438.818565400845,6329.113924050634,2109.704641350211,3,1,208,74,74,60,69.33333333333333,6.599663291074444,74,74,74.0,0.0,74,60,70.5,6.06217782649107,36.75,60,20,20,1,0.000158,0.000334,0.0,0.0001369476785734,0.000474,0.000474,0.0,0.000237,0.000237,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,70.5,4,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,69.33333333333333,74.0,0,3,1,208,74
192.168.126.128,192.168.126.1,55399,135,6,2026-07-18 19:48:51,0.000464,590517.2413793104,8620.689655172413,6465.517241379311,2155.1724137931037,3,1,200,74,70,60,66.66666666666667,4.714045207910316,74,74,74.0,0.0,74,60,68.5,5.172040216394301,26.75,60,20,20,1,0.0001546666666666,0.000345,0.0,0.0001430858328261,0.000464,0.000464,0.0,0.000232,0.000232,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,68.5,4,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,66.66666666666667,74.0,0,3,1,200,74
192.168.126.128,192.168.126.1,55400,135,6,2026-07-18 19:48:51,0.000395,713924.0506329114,10126.582278481012,7594.93670886076,2531.645569620253,3,1,208,74,74,60,69.33333333333333,6.599663291074444,74,74,74.0,0.0,74,60,70.5,6.06217782649107,36.75,60,20,20,1,0.0001316666666666,0.000265,0.0,0.0001081922157807,0.000395,0.000395,0.0,0.0001975,0.0001975,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,70.5,16,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,69.33333333333333,74.0,0,3,1,208,74
192.168.126.128,192.168.126.1,55401,135,6,2026-07-18 19:48:51,0.000394,685279.1878172589,10152.284263959393,7614.213197969543,2538.071065989848,3,1,200,70,70,60,66.66666666666667,4.714045207910316,70,70,70.0,0.0,70,60,67.5,4.330127018922194,18.75,60,20,20,1,0.0001313333333333,0.000273,0.0,0.0001116910421156,0.000394,0.000394,0.0,0.000197,0.000197,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,0,0.3333333333333333,67.5,512,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,66.66666666666667,70.0,0,3,1,200,70
192.168.126.128,192.168.126.1,60063,44016,17,2026-07-18 19:48:51,0.719168,2377.747619471389,6.952478419506986,6.952478419506986,0.0,5,0,1710,0,342,342,342.0,0.0,0,0,0.0,0.0,342,342,342.0,0.0,0.0,100,0,20,5,0.179792,0.258275,0.0,0.1044233499199293,0.719168,0.258275,0.0,0.179792,0.1044233499199293,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,342.0,0,0,0,0,0,0,0,0,0,0,1200.0,4.0,0,0,1668.5948206816765,0,342.0,0.0,0,5,0,1710,0
192.168.126.128,192.168.126.1,55408,135,6,2026-07-18 19:48:51,0.000378,682539.6825396825,10582.010582010582,7936.507936507936,2645.502645502645,3,1,192,66,66,60,64.0,2.8284271247461903,66,66,66.0,0.0,66,60,64.5,2.598076211353316,6.75,60,20,20,1,0.000126,0.000215,0.0,9.158966462798444e-05,0.000378,0.000378,0.0,0.000189,0.000189,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,3,1,0,1,0,2,0.3333333333333333,64.5,3,65535,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,64.0,66.0,0,3,1,192,66
192.168.126.128,192.168.126.1,55410,135,6,2026-07-18 19:48:51,0.693148,533.7965340735312,7.2134666766693405,7.2134666766693405,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.173287,0.231911,0.0,0.1000487232427281,0.693148,0.231911,0.0,0.173287,0.1000487232427281,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.0,74.0,128,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,0,5,0,370,0
192.168.126.128,192.168.126.1,55411,135,6,2026-07-18 19:48:51,0.692856,534.0214994169062,7.216506748877111,7.216506748877111,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.173214,0.231354,0.0,0.1000054621283257,0.692856,0.231354,0.0,0.173214,0.1000054621283257,0.0,0.0,0.0,0.0,0.0,5,0,5,0,5,5,0,5,0,5,0,0.0,74.0,256,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,5,5,0,370,0
192.168.126.128,192.168.126.1,55412,135,6,2026-07-18 19:48:51,0.692413,534.3631618701555,7.221123809056157,7.221123809056157,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.17310325,0.230956,0.0,0.0999413467474173,0.692413,0.230956,0.0,0.17310325,0.0999413467474173,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0,0,0.0,74.0,1024,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,0,5,0,370,0
192.168.126.128,192.168.126.1,55413,39071,6,2026-07-18 19:48:51,0.692454,534.3315223827142,7.220696248415057,7.220696248415057,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.1731135,0.231401,0.0,0.0999477902469584,0.692454,0.231401,0.0,0.1731135,0.0999477902469584,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,5,0,0,0,0,0,0.0,74.0,31337,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,0,5,0,370,0
192.168.126.128,192.168.126.1,55414,39071,6,2026-07-18 19:48:51,0.692267,534.4758597477563,7.222646753348058,7.222646753348058,0.0,5,0,370,0,74,74,74.0,0.0,0,0,0.0,0.0,74,74,74.0,0.0,0.0,100,0,20,0,0.17306675,0.231468,0.0,0.0999213651412324,0.692267,0.231468,0.0,0.17306675,0.0999213651412324,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,5,0,0,0.0,74.0,32768,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,74.0,0.0,0,5,0,370,0
